"","Time","Read","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11"
"782",0.042905,"OFP",0,0,0,0,28,22,29,7,0,0,4,26,5,44,0,12,0,33,0,0,19,0,3483,2687,1592,951,421,272,0,0,0,0,0
"783",0.0436,"OFP",1,0,0,17,33,0,0,0,0,19,25,32,33,7,0,7,0,0,0,3,0,16,3534,2739,1674,907,465,267,13,0,0,0,0
"784",0.044294,"OFP",0,25,0,0,18,0,29,21,0,0,28,4,0,13,0,14,24,0,27,0,0,31,3625,2753,1725,915,447,267,0,15,2,2,7
"785",0.044988,"OFP",5,15,0,16,0,15,0,3,0,10,0,24,24,0,0,0,3,22,0,16,0,0,3741,2778,1726,986,445,306,0,0,28,0,0
"786",0.045683,"OFP",29,22,0,0,19,0,0,16,34,0,0,21,2,2,0,30,0,23,0,12,0,16,3811,2845,1747,1022,498,265,0,0,0,0,0
"787",0.046377,"OFP",40,29,0,0,0,0,13,19,19,23,27,40,0,0,0,0,0,0,8,0,0,8,3867,2896,1723,1027,508,290,0,0,22,0,0
"788",0.047072,"OFP",9,21,0,13,0,0,20,0,22,0,0,11,0,7,25,9,25,0,18,0,16,0,4024,2977,1792,1012,490,310,5,22,4,22,18
"789",0.047766,"OFP",31,12,0,25,54,0,0,25,0,0,0,0,0,26,0,0,24,0,23,0,6,7,4105,2989,1795,1024,484,262,0,0,2,0,0
"790",0.048461,"OFP",21,11,0,32,0,0,33,0,0,23,22,5,0,35,0,0,15,9,0,8,13,1,4101,3087,1843,1073,524,310,39,0,0,15,15
"791",0.049155,"OFP",5,0,20,29,0,38,0,16,0,15,20,18,41,0,3,0,23,0,0,0,11,25,4270,3118,1854,1095,539,297,0,0,24,0,6
"792",0.04985,"OFP",9,5,25,18,0,27,28,23,0,0,0,10,0,11,26,13,32,0,0,0,27,7,4280,3183,1884,1071,557,312,21,18,7,11,0
"793",0.050544,"OFP",15,16,0,0,0,0,0,32,16,10,0,4,0,7,20,22,33,15,0,0,2,20,4381,3223,1924,1069,570,351,0,18,0,0,22
"794",0.051238,"OFP",33,32,13,0,0,21,25,0,0,0,18,19,25,27,35,17,0,15,5,0,29,15,4528,3286,1869,1103,571,311,0,0,0,5,0
"795",0.051933,"OFP",0,12,19,9,6,11,23,9,0,0,0,4,15,23,0,24,18,0,15,22,0,0,4638,3336,1970,1129,557,308,13,0,2,25,0
"796",0.052627,"OFP",0,0,0,13,27,18,9,37,0,0,5,44,33,0,0,0,18,0,0,5,29,0,4673,3369,1936,1110,605,360,14,0,12,0,6
"797",0.053322,"OFP",0,0,0,0,0,0,17,0,0,0,29,22,10,0,0,0,27,0,0,0,0,11,4836,3412,1999,1157,600,343,0,0,3,12,7
"798",0.054016,"OFP",0,0,0,13,0,0,0,0,2,0,8,1,0,0,11,21,32,0,20,0,3,0,4834,3463,1944,1169,605,324,0,0,0,0,0
"799",0.054711,"OFP",13,21,29,28,28,35,22,27,16,14,0,0,0,41,4,28,0,0,23,0,13,7,4977,3452,2000,1157,588,320,0,17,0,1,5
"800",0.055405,"OFP",27,0,19,22,0,18,10,17,0,0,0,39,22,0,12,24,0,0,2,1,36,0,5006,3460,2050,1137,605,341,6,0,0,0,0
"801",0.0561,"OFP",32,0,6,30,18,0,0,0,28,24,0,0,0,0,24,0,30,0,0,0,21,0,5098,3595,2087,1251,643,325,0,0,0,0,29
"802",0.056794,"OFP",0,35,18,32,0,0,36,18,0,18,0,0,19,0,0,11,0,18,5,1,27,0,5227,3705,2107,1233,639,366,0,20,0,0,0
"803",0.057488,"OFP",1,15,34,0,18,0,28,0,6,0,0,17,60,0,0,0,0,0,0,8,0,0,5294,3708,2181,1251,595,373,0,15,0,0,0
"804",0.058183,"OFP",4,0,21,19,0,16,4,2,7,0,9,0,0,0,0,0,0,0,0,0,0,4,5428,3738,2172,1244,636,356,4,0,0,0,2
"805",0.058877,"OFP",0,0,15,13,0,13,11,11,24,25,18,31,0,0,0,0,14,18,2,0,0,22,5526,3821,2232,1313,626,415,25,0,1,0,12
"806",0.059572,"OFP",27,0,0,14,0,0,19,0,6,31,0,0,0,29,20,0,12,14,22,5,21,9,5615,3842,2205,1310,653,344,0,0,0,0,0
"807",0.060266,"OFP",25,0,32,17,0,17,21,14,0,0,7,17,0,7,29,3,0,0,15,0,34,0,5651,3866,2220,1268,649,380,0,0,0,16,21
"808",0.060961,"OFP",27,26,24,0,0,0,30,14,1,25,0,0,0,7,47,0,26,25,0,21,21,0,5739,3926,2238,1303,673,340,30,0,0,15,0
"809",0.061655,"OFP",24,0,0,22,16,0,17,0,11,0,0,9,0,0,28,0,0,12,0,0,0,0,5869,3922,2300,1315,674,391,24,0,0,27,0
"810",0.06235,"OFP",29,38,14,28,23,17,0,0,0,0,2,20,0,21,22,8,4,0,0,18,14,26,5865,4130,2323,1302,644,387,32,21,0,12,0
"811",0.063044,"OFP",14,24,0,0,25,0,0,18,18,29,22,5,48,8,0,39,3,0,32,0,16,34,6045,4047,2306,1415,659,394,0,11,24,10,0
"812",0.063738,"OFP",25,0,0,19,15,0,23,0,13,30,17,0,0,0,56,0,0,29,29,0,0,31,6029,4191,2367,1328,729,374,17,0,0,14,16
"813",0.064433,"OFP",0,0,0,0,0,4,0,30,8,0,25,3,1,0,19,0,0,20,5,0,18,0,6153,4149,2389,1360,685,348,26,11,4,0,5
"814",0.065127,"OFP",0,0,0,0,22,9,16,0,0,0,17,23,0,21,0,0,0,20,0,0,0,18,6230,4251,2402,1387,694,392,22,0,0,0,0
"815",0.065822,"OFP",2,0,0,0,0,24,9,0,0,31,5,13,38,0,31,8,0,9,6,7,22,0,6387,4268,2372,1426,694,407,27,0,0,0,19
"816",0.066516,"OFP",32,10,0,0,0,17,42,29,0,8,0,31,0,28,29,9,0,0,21,31,3,0,6386,4305,2447,1398,728,387,0,0,0,5,11
"817",0.067211,"OFP",40,0,21,0,0,28,0,2,0,0,0,1,35,6,0,3,0,31,0,0,18,10,6480,4324,2491,1453,785,422,0,1,4,9,3
"818",0.067905,"OFP",0,9,31,28,11,0,0,0,26,23,0,2,5,22,17,21,0,0,29,0,0,0,6542,4419,2462,1413,735,420,29,0,0,0,6
"819",0.0686,"OFP",6,9,0,0,18,29,0,21,0,14,19,37,0,4,1,0,0,9,0,14,0,0,6577,4431,2463,1482,762,427,2,0,0,0,0
"820",0.069294,"OFP",0,0,28,0,0,0,0,16,19,12,5,0,0,0,0,0,0,14,24,0,0,0,6709,4525,2597,1480,740,453,27,4,0,0,20
"821",0.069988,"OFP",0,15,15,28,0,0,10,0,23,16,14,0,31,24,18,0,0,15,0,0,0,0,6819,4449,2501,1512,718,408,19,0,14,0,0
"822",0.070683,"OFP",0,0,53,0,26,0,14,0,0,0,0,9,0,9,10,0,43,32,0,0,13,23,6804,4546,2608,1413,762,397,0,0,3,0,0
"823",0.071377,"OFP",7,15,5,0,5,29,30,8,0,0,0,0,0,0,0,0,33,0,0,0,14,18,6958,4612,2621,1531,725,433,0,0,9,0,0
"824",0.072072,"OFP",20,26,0,29,0,0,21,0,18,0,19,0,2,11,0,26,16,13,0,7,26,18,6973,4566,2617,1480,724,392,0,7,0,0,0
"825",0.072766,"OFP",0,0,12,0,0,25,0,24,0,25,0,0,16,0,10,0,22,0,0,7,0,0,7066,4604,2638,1499,732,442,31,27,0,21,0
"826",0.073461,"OFP",0,18,0,24,34,0,13,15,28,5,14,0,25,31,22,0,0,0,0,0,4,29,7090,4703,2624,1433,756,480,0,8,16,0,0
"827",0.074155,"OFP",0,0,18,31,33,8,0,12,15,21,25,29,0,3,23,20,0,0,0,7,0,12,7247,4738,2701,1522,776,440,0,17,9,14,24
"828",0.07485,"OFP",28,0,10,0,13,0,21,0,0,0,10,0,33,22,25,8,21,30,20,0,0,0,7334,4707,2694,1466,789,436,0,0,0,5,0
"829",0.075544,"OFP",0,31,21,25,13,0,0,0,27,15,0,23,0,0,34,0,0,16,0,36,0,0,7309,4782,2762,1512,786,434,16,0,5,9,24
"830",0.076238,"OFP",0,14,0,12,11,0,21,26,16,0,0,0,21,0,0,11,28,0,0,5,14,26,7403,4839,2715,1502,787,471,13,0,0,0,0
"831",0.076933,"OFP",18,0,25,21,25,16,18,19,29,0,8,13,4,0,9,0,26,5,0,0,29,9,7468,4838,2739,1539,798,472,23,16,3,0,23
"832",0.077627,"OFP",0,0,25,22,0,0,0,0,0,0,0,2,0,21,0,30,0,0,22,0,25,19,7487,4890,2782,1617,833,443,11,0,2,0,33
"833",0.078322,"OFP",0,0,0,0,0,23,33,6,0,16,25,6,0,20,10,0,0,22,0,20,0,0,7636,4947,2779,1555,768,457,7,9,9,0,7
"834",0.079016,"OFP",21,0,24,0,11,0,8,0,0,19,4,12,26,0,15,0,0,0,25,0,20,0,7672,4998,2839,1584,877,476,13,14,0,17,0
"835",0.079711,"OFP",23,26,7,18,0,0,0,0,0,0,1,0,0,16,16,37,0,0,23,18,0,28,7719,4998,2823,1532,832,425,29,0,19,0,0
"836",0.080405,"OFP",23,16,11,19,11,18,19,28,16,25,23,10,32,62,0,0,8,0,0,24,9,0,7773,5086,2826,1626,794,466,0,0,3,7,0
"837",0.0811,"OFP",5,0,11,13,0,19,0,0,18,25,35,0,0,20,1,36,0,17,0,7,4,0,7825,5199,2874,1605,833,464,14,0,12,30,35
"838",0.081794,"OFP",27,0,22,0,16,0,0,25,6,12,25,24,22,5,15,9,0,22,0,7,0,6,7936,5116,2921,1584,844,442,0,0,20,0,5
"839",0.082488,"OFP",32,29,0,22,27,0,0,0,0,0,30,20,40,22,10,0,18,3,7,13,7,0,8114,5113,2880,1584,861,466,0,32,0,39,0
"840",0.083183,"OFP",0,0,28,15,5,0,0,0,0,21,31,0,24,10,31,13,0,0,0,0,0,0,8113,5244,2921,1609,878,463,0,0,7,18,28
"841",0.083877,"OFP",0,0,28,22,0,9,16,9,24,0,5,10,0,0,0,18,0,0,0,32,0,13,8143,5234,2906,1585,923,467,0,0,17,0,0
"842",0.084572,"OFP",13,7,25,24,22,21,11,0,0,0,21,14,29,0,26,0,0,0,14,0,15,7,8112,5244,2849,1720,823,495,0,18,10,14,0
"843",0.085266,"OFP",0,44,0,0,0,0,0,22,24,12,9,0,20,16,17,8,18,46,37,17,18,18,8167,5376,2951,1668,880,470,40,22,0,36,7
"844",0.085961,"OFP",0,0,45,6,23,28,35,24,23,12,0,17,21,22,4,0,19,32,25,10,0,0,8254,5331,2903,1641,900,465,0,6,0,0,0
"845",0.086655,"OFP",0,27,27,0,0,30,21,0,0,25,0,38,12,4,0,0,0,0,7,42,0,0,8406,5354,2945,1690,883,454,4,34,0,0,4
"846",0.08735,"OFP",0,0,27,11,0,0,0,29,13,20,0,23,0,13,14,26,14,24,31,0,0,0,8386,5404,2968,1687,843,463,23,0,0,0,0
"847",0.088044,"OFP",23,23,0,0,23,30,19,32,18,0,25,0,21,29,30,0,0,0,14,44,17,10,8347,5427,3088,1674,882,502,0,0,14,38,10
"848",0.088738,"OFP",0,0,0,0,37,37,1,0,0,0,9,29,11,0,0,8,0,6,0,0,16,0,8493,5452,2999,1684,926,479,27,0,0,0,0
"849",0.089433,"OFP",12,0,0,0,0,0,13,0,0,5,0,0,45,13,34,13,0,0,15,0,0,0,8414,5403,2926,1666,924,519,19,0,0,0,0
"850",0.090127,"OFP",25,0,17,0,0,0,7,0,0,27,5,23,10,0,5,0,0,0,0,17,0,5,8453,5497,3043,1741,905,488,7,24,0,19,20
"851",0.090822,"OFP",0,27,10,0,0,0,0,0,0,0,0,0,0,29,0,0,5,0,1,0,0,15,8533,5538,3017,1742,895,499,6,0,2,0,0
"852",0.091516,"OFP",0,10,0,0,21,0,43,0,0,10,12,0,31,21,0,11,14,0,0,0,28,6,8622,5467,3037,1722,927,477,0,20,17,0,6
"853",0.092211,"OFP",0,0,0,30,12,0,0,28,0,0,24,6,0,23,0,0,2,0,0,7,7,0,8715,5640,2966,1784,867,500,20,0,2,16,0
"854",0.092905,"OFP",0,24,14,0,23,13,32,0,16,0,0,13,0,0,0,33,30,25,17,0,0,13,8719,5569,3075,1783,856,529,7,0,19,0,0
"855",0.0936,"OFP",0,0,0,22,0,0,11,0,24,3,0,43,0,0,0,0,0,8,13,18,15,0,8840,5678,3120,1761,942,515,0,5,10,18,0
"856",0.094294,"OFP",0,0,0,27,0,0,20,0,0,0,0,39,44,6,0,23,18,27,0,30,6,0,8736,5634,3076,1748,1007,524,21,0,0,0,25
"857",0.094988,"OFP",23,14,2,0,0,11,0,17,22,24,20,4,7,23,25,4,0,0,30,17,0,22,8956,5670,3075,1723,937,542,0,0,0,13,20
"858",0.095683,"OFP",0,14,30,29,11,0,0,14,17,20,27,6,0,0,9,59,34,17,0,29,14,0,8909,5704,3125,1773,957,492,21,0,0,3,0
"859",0.096377,"OFP",22,0,32,0,11,0,24,10,16,21,14,0,2,0,0,36,22,23,0,22,19,22,8938,5733,3149,1849,922,507,0,0,0,0,0
"860",0.097072,"OFP",0,11,0,0,25,16,10,0,0,0,13,2,21,9,29,0,0,24,0,55,0,20,9050,5828,3115,1797,961,532,23,5,0,0,0
"861",0.097766,"OFP",0,38,18,15,0,7,11,0,0,0,0,8,23,4,0,25,0,0,19,0,27,11,9065,5766,3210,1835,926,534,20,0,0,0,0
"862",0.098461,"OFP",0,28,0,24,0,0,13,12,6,0,0,38,0,28,0,0,18,0,21,0,16,0,9130,5851,3137,1797,980,508,30,0,10,0,25
"863",0.099155,"OFP",20,0,30,0,25,0,4,15,0,0,20,1,40,21,0,0,21,0,0,18,0,29,9056,5791,3171,1848,958,511,0,0,14,0,21
"864",0.09985,"OFP",0,11,0,0,22,38,0,0,11,27,0,15,38,0,0,0,0,21,0,0,0,12,9164,5882,3168,1851,989,522,0,0,5,0,27
"865",0.100544,"OFP",0,13,10,0,23,0,22,11,10,11,0,0,0,0,0,27,31,25,18,7,17,0,9271,5892,3227,1871,967,487,0,9,0,21,8
"866",0.101238,"OFP",0,35,0,14,0,0,0,25,0,0,0,18,8,25,0,5,26,37,0,21,0,0,9264,5933,3247,1801,1015,526,0,24,20,0,9
"867",0.101933,"OFP",20,10,0,32,0,0,31,0,10,12,34,10,0,13,43,1,20,0,0,0,20,0,9303,5951,3202,1781,974,525,9,0,0,19,30
"868",0.102627,"OFP",0,35,0,31,29,0,0,0,16,22,5,14,0,4,14,0,0,24,0,0,0,11,9300,5931,3299,1851,948,546,4,0,0,9,0
"869",0.103322,"OFP",0,22,0,0,0,0,26,0,24,0,16,7,10,0,10,8,26,18,26,0,0,0,9387,5988,3266,1856,965,528,0,0,0,1,27
"870",0.104016,"OFP",0,0,0,0,21,12,25,16,18,10,0,11,27,0,0,0,0,0,11,0,3,0,9383,6006,3255,1867,1002,503,0,0,0,34,0
"871",0.104711,"OFP",19,0,0,29,27,0,0,0,0,16,0,7,0,21,34,19,0,9,0,0,17,27,9429,5951,3294,1866,979,506,12,0,0,0,0
"872",0.105405,"OFP",0,0,19,0,12,13,0,0,7,20,24,22,0,0,0,15,0,4,0,15,0,0,9385,6105,3272,1934,975,518,0,0,0,16,0
"873",0.1061,"OFP",29,0,20,0,0,16,0,0,28,0,14,0,26,0,0,0,0,0,0,0,25,20,9389,5956,3338,1928,959,540,20,0,0,0,25
"874",0.106794,"OFP",22,18,0,0,16,11,26,8,5,0,0,17,22,29,0,0,22,0,37,0,0,0,9560,6012,3363,1946,1001,555,14,22,13,0,6
"875",0.107488,"OFP",0,23,0,20,0,0,26,0,20,0,22,0,6,0,0,3,0,0,0,0,19,21,9607,6123,3382,1855,1001,524,0,0,0,0,23
"876",0.108183,"OFP",16,45,30,0,0,0,15,15,0,0,0,32,0,17,14,16,34,0,0,0,0,0,9689,6120,3340,1960,929,545,15,12,0,0,0
"877",0.108877,"OFP",20,0,29,15,0,0,47,0,0,0,0,0,0,0,5,0,9,20,8,16,0,0,9642,6071,3343,1944,1008,538,0,32,0,4,0
"878",0.109572,"OFP",30,0,0,13,13,15,0,0,26,0,26,0,0,2,15,0,0,21,19,0,0,9,9770,6107,3380,1904,987,528,0,18,31,37,14
"879",0.110266,"OFP",13,26,11,13,11,0,26,0,27,0,0,35,28,4,0,0,29,0,32,0,15,0,9738,6126,3432,1980,1000,565,32,0,0,2,1
"880",0.110961,"OFP",1,0,0,0,0,0,17,11,0,4,0,0,12,0,16,27,0,0,17,31,0,0,9828,6058,3367,1930,983,583,34,0,24,23,32
"881",0.111655,"OFP",12,0,20,0,0,32,0,0,0,18,0,0,16,4,26,0,15,0,27,0,0,29,9753,6202,3419,1931,977,554,15,0,6,0,19
"882",0.11235,"OFP",0,0,7,13,9,23,40,32,49,0,22,29,0,0,0,10,14,0,32,0,2,0,9863,6221,3389,1914,942,574,0,0,0,10,0
"883",0.113044,"OFP",0,0,0,36,41,28,3,0,26,31,0,0,24,7,3,26,28,25,28,10,0,0,9816,6216,3380,1995,1018,553,29,0,11,24,5
"884",0.113738,"OFP",14,16,0,27,14,0,0,18,24,0,20,6,27,15,0,3,1,20,3,0,0,0,9827,6181,3390,1914,1000,537,0,0,12,0,0
"885",0.114433,"OFP",0,15,4,0,0,0,4,0,13,44,7,14,30,0,0,30,0,0,19,0,21,13,9870,6104,3509,1955,982,589,20,0,0,0,0
"886",0.115127,"OFP",23,0,0,0,0,0,0,17,16,0,23,15,9,0,47,0,23,27,0,0,17,0,9864,6270,3420,1933,1014,533,0,0,2,0,0
"887",0.115822,"OFP",0,10,0,1,23,0,10,0,36,0,0,0,23,4,0,0,0,0,2,39,40,7,9983,6159,3465,1909,1062,586,2,14,0,0,0
"888",0.116516,"OFP",0,25,0,0,0,27,0,13,0,0,7,8,0,0,28,30,19,6,5,22,0,0,10016,6194,3411,2028,1001,542,22,0,0,0,12
"889",0.117211,"OFP",42,24,0,0,0,0,18,25,26,12,46,35,16,4,0,0,0,0,0,0,0,0,10026,6283,3530,2006,1017,560,0,0,0,14,0
"890",0.117905,"OFP",18,25,0,30,0,13,18,23,0,0,0,18,9,0,0,0,28,24,20,0,0,0,10147,6270,3416,2055,963,532,36,21,0,24,27
"891",0.1186,"OFP",0,0,0,0,0,0,0,0,10,0,0,34,34,0,0,0,0,0,18,0,9,0,10080,6298,3495,2013,1000,568,17,0,0,0,3
"892",0.119294,"OFP",0,1,33,0,0,0,0,10,15,0,21,9,0,0,0,39,1,0,0,15,0,18,10216,6371,3478,1944,1093,577,0,18,0,0,0
"893",0.119988,"OFP",0,16,0,17,4,34,12,0,0,0,7,1,26,22,0,31,8,0,0,0,0,15,10231,6378,3553,2011,1064,558,0,29,3,0,0
"894",0.120683,"OFP",33,16,40,24,18,26,11,0,0,4,21,0,0,0,22,0,0,0,0,0,26,0,10106,6343,3566,1966,1065,580,0,17,2,16,7
"895",0.121377,"OFP",0,0,32,0,8,24,27,0,0,0,29,0,11,18,0,23,0,14,0,28,0,18,10181,6411,3506,1947,1062,539,0,0,19,7,0
"896",0.122072,"OFP",8,22,18,11,0,0,0,0,46,28,0,35,0,8,3,14,33,22,32,0,0,0,10193,6402,3532,2075,1103,575,0,0,19,16,0
"897",0.122766,"OFP",0,28,22,0,27,0,0,0,0,0,31,0,0,0,0,21,25,0,0,0,0,0,10373,6466,3575,2033,1077,607,0,20,4,11,0
"898",0.123461,"OFP",0,10,18,7,15,0,0,27,20,26,23,0,0,15,0,0,0,0,45,9,0,0,10408,6504,3539,2023,1097,566,14,22,19,0,0
"899",0.124155,"OFP",0,31,0,21,0,0,19,0,15,10,0,40,29,17,19,0,0,0,0,0,0,0,10466,6479,3476,2041,1045,574,0,14,15,37,16
"900",0.12485,"OFP",0,7,0,0,0,28,0,6,25,6,30,13,0,0,0,0,0,0,0,0,0,4,10513,6540,3603,2010,1045,628,13,26,0,23,9
"901",0.125544,"OFP",0,42,0,7,0,0,19,0,26,0,11,0,4,13,0,22,0,0,18,17,0,25,10380,6549,3578,2054,1058,598,21,1,0,14,0
"902",0.126238,"OFP",17,0,21,0,31,0,0,0,16,0,0,0,0,17,0,2,0,0,11,0,13,0,10608,6511,3592,2069,1085,599,32,21,3,0,0
"903",0.126933,"OFP",32,5,0,0,29,4,0,29,11,0,22,42,23,0,19,0,0,19,0,0,0,9,10547,6540,3637,2048,1045,618,0,0,10,0,0
"904",0.127627,"OFP",15,0,8,16,12,5,0,14,10,27,0,25,32,1,17,17,0,20,28,2,0,37,10496,6522,3500,2054,1095,584,0,9,0,0,0
"905",0.128322,"OFP",24,31,16,0,0,0,0,27,16,34,6,0,0,2,29,0,0,0,0,0,0,0,10598,6518,3676,2050,1088,574,23,23,11,0,12
"906",0.129016,"OFP",0,0,24,0,11,0,0,0,0,41,17,14,32,0,0,12,13,0,0,15,20,0,10630,6633,3655,2063,1126,584,29,16,0,0,0
"907",0.129711,"OFP",29,0,0,2,23,16,0,0,0,0,0,0,35,0,25,26,0,20,0,0,0,0,10638,6571,3594,2060,1098,552,32,17,0,0,49
"908",0.130405,"OFP",14,24,13,0,46,0,0,0,18,0,31,13,22,0,25,0,0,8,0,0,24,0,10795,6637,3643,2078,1113,561,31,0,13,0,0
"909",0.1311,"OFP",15,11,8,0,17,22,12,0,0,0,30,36,24,0,0,0,0,0,0,15,26,0,10648,6754,3607,2106,1045,608,0,0,2,8,16
"910",0.131794,"OFP",26,4,18,0,0,5,0,26,0,0,0,19,25,39,0,4,0,0,8,0,16,35,10794,6641,3625,2058,1161,563,26,5,0,0,11
"911",0.132488,"OFP",0,18,0,11,0,16,0,0,12,0,18,0,15,17,9,0,0,0,0,28,0,0,10733,6747,3696,2074,1019,594,0,1,28,23,0
"912",0.133183,"OFP",0,0,14,18,18,25,0,0,0,31,17,14,27,0,7,31,0,28,24,16,0,0,10789,6660,3657,2113,1126,587,0,2,0,0,0
"913",0.133877,"OFP",0,9,0,0,0,15,29,54,27,0,0,43,23,0,0,0,22,0,17,0,13,0,10914,6782,3689,2050,1110,588,18,23,0,10,0
"914",0.134572,"OFP",33,17,0,0,0,0,0,25,27,13,19,0,0,0,0,14,0,0,19,15,28,0,11099,6684,3694,2088,1141,561,12,0,0,0,0
"915",0.135266,"OFP",0,30,0,0,33,28,0,0,0,27,0,22,31,0,32,31,0,23,53,27,0,0,10936,6708,3740,2099,1129,609,0,0,28,0,0
"916",0.135961,"OFP",0,13,0,0,0,0,20,29,0,0,0,0,14,15,0,0,11,0,26,0,0,0,10902,6732,3724,2143,1163,586,0,13,9,0,0
"917",0.136655,"OFP",29,0,0,0,0,21,0,0,6,9,22,30,0,0,0,0,11,13,11,0,30,0,10988,6742,3698,2114,1129,614,0,0,0,14,1
"918",0.13735,"OFP",0,0,0,27,0,0,17,0,0,18,0,15,0,11,0,0,18,0,35,0,24,61,11005,6689,3707,2110,1090,578,5,0,0,0,4
"919",0.138044,"OFP",0,0,16,31,0,0,24,0,0,31,26,36,29,0,21,0,0,13,0,11,0,0,11029,6768,3694,2132,1159,626,22,0,14,31,23
"920",0.138738,"OFP",20,24,0,0,24,0,0,20,18,0,0,0,22,0,0,0,0,0,23,17,0,0,11203,6755,3782,2173,1118,622,0,25,0,19,0
"921",0.139433,"OFP",0,0,0,24,20,0,0,0,9,0,20,0,0,5,20,0,25,0,0,30,4,0,11087,6811,3670,2136,1084,599,0,21,0,0,29
"922",0.140127,"OFP",19,0,0,0,0,0,38,20,9,19,0,0,25,33,5,0,0,0,0,0,0,16,11158,6774,3733,2167,1127,627,7,0,0,0,0
"923",0.140822,"OFP",29,31,0,0,0,0,0,0,13,19,0,36,37,0,31,0,0,17,18,11,41,12,11162,6789,3729,2132,1052,653,0,8,16,0,0
"924",0.141516,"OFP",24,0,24,0,25,0,0,36,0,0,0,5,26,0,0,19,12,0,14,0,26,0,11158,6757,3761,2166,1132,597,0,13,13,0,29
"925",0.142211,"OFP",17,21,48,37,0,0,0,11,0,6,0,33,26,0,20,0,24,0,0,0,0,0,11276,6869,3757,2145,1144,622,9,26,0,0,0
"926",0.142905,"OFP",3,30,13,14,0,0,6,9,0,16,0,0,0,0,10,0,13,9,0,0,3,0,11166,6800,3742,2115,1108,633,0,11,14,0,0
"927",0.1436,"OFP",0,18,0,0,26,0,0,0,2,50,15,28,35,20,0,0,30,0,0,21,0,0,11125,6845,3740,2131,1106,619,0,0,3,2,0
"928",0.144294,"OFP",24,20,24,0,23,10,25,13,0,0,7,21,18,23,21,32,28,0,0,0,18,0,11360,6840,3778,2118,1095,615,0,0,1,25,5
"929",0.144988,"OFP",0,0,0,0,0,0,0,6,43,24,0,19,31,0,17,0,26,0,0,15,5,9,11257,6953,3822,2185,1144,564,0,22,11,27,3
"930",0.145683,"OFP",25,3,0,0,10,0,0,0,10,0,24,0,27,11,0,30,0,0,0,0,19,0,11487,6953,3734,2146,1091,594,0,23,17,0,29
"931",0.146377,"OFP",0,46,0,22,0,0,33,0,21,0,0,19,18,9,17,18,37,0,0,0,13,0,11448,6841,3800,2122,1202,572,1,0,10,17,6
"932",0.147072,"OFP",0,22,0,14,0,8,0,0,11,2,10,0,36,54,24,28,21,11,13,0,0,0,11535,6914,3838,2129,1257,633,0,0,0,4,13
"933",0.147766,"OFP",0,0,18,34,0,0,0,0,0,0,0,20,29,8,26,0,0,0,0,0,22,0,11432,6984,3825,2112,1176,641,20,0,0,18,8
"934",0.148461,"OFP",0,0,0,0,0,0,23,7,0,9,0,10,10,22,15,0,35,20,0,16,0,0,11625,6897,3784,2107,1186,596,21,0,17,18,0
"935",0.149155,"OFP",23,0,0,0,0,31,0,14,19,17,0,18,0,0,15,28,0,0,0,10,0,0,11555,6928,3745,2140,1200,590,0,0,0,0,2
"936",0.14985,"OFP",0,23,0,0,0,0,0,45,0,0,0,10,0,0,0,0,0,23,31,13,5,0,11597,6905,3834,2139,1098,601,0,11,6,33,0
"937",0.150544,"OFP",11,0,0,15,4,9,0,27,0,0,0,63,25,6,15,31,8,0,19,9,26,0,11781,6920,3885,2163,1138,644,2,15,0,0,1
"938",0.151238,"OFP",0,4,37,21,0,17,19,0,5,7,5,0,0,0,42,0,0,18,0,18,11,0,11691,7015,3847,2190,1204,583,23,0,0,0,2
"939",0.151933,"OFP",28,0,6,0,21,0,0,18,26,0,0,40,0,4,3,0,0,0,22,0,11,26,11599,6833,3803,2214,1148,593,29,0,0,22,0
"940",0.152627,"OFP",23,11,21,0,0,0,0,0,0,0,29,0,0,18,0,0,40,52,13,10,0,0,11810,6878,3784,2201,1126,591,28,0,4,0,1
"941",0.153322,"OFP",0,0,0,0,0,25,28,34,11,0,6,0,2,3,35,0,35,20,0,7,24,0,11795,6846,3809,2148,1136,641,0,21,0,0,0
"942",0.154016,"OFP",0,15,0,0,0,0,24,0,17,0,0,9,0,5,0,12,10,0,0,20,0,10,11876,6899,3902,2118,1144,627,0,0,20,26,37
"943",0.154711,"OFP",0,9,0,0,0,10,17,15,0,0,28,16,0,27,15,0,0,0,22,13,40,0,11829,6910,3886,2198,1187,589,20,4,0,0,0
"944",0.155405,"OFP",0,25,0,0,0,0,0,0,27,26,0,18,2,0,0,23,0,11,31,0,21,0,11830,6945,3914,2171,1192,634,0,3,4,0,5
"945",0.1561,"OFP",0,0,5,0,48,0,11,1,0,0,0,10,20,26,0,0,0,30,0,0,0,18,11883,7046,3933,2178,1226,632,0,0,4,0,0
"946",0.156794,"OFP",0,0,14,0,7,9,0,13,5,16,22,5,0,0,0,20,16,0,0,12,0,0,11891,6895,3888,2140,1246,609,0,0,2,31,25
"947",0.157488,"OFP",0,22,13,0,0,11,22,0,0,20,11,4,23,37,0,22,11,0,21,15,19,0,11968,7043,3855,2213,1112,582,0,39,0,0,18
