"","Time","Read","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11"
"1",0.000544,"CFP",1022,626,374,225,135,55,29,3,37,10,25,166,91,78,23,42,22,8,5,10,0,23,194,87,62,34,13,16,10,25,2,0,40
"2",0.001238,"CFP",1029,632,373,228,113,59,33,0,0,27,2,164,112,73,44,37,29,10,23,0,3,26,196,143,52,44,33,25,31,20,16,20,22
"3",0.001933,"CFP",1062,631,382,226,107,86,0,7,0,26,7,166,127,48,48,51,0,31,5,0,1,10,178,109,45,46,31,38,0,0,23,23,9
"4",0.002627,"CFP",1156,631,381,235,131,86,0,22,0,0,11,153,92,65,37,40,0,25,0,4,26,0,199,86,60,44,45,36,18,0,21,19,6
"5",0.003322,"CFP",1208,674,389,238,135,75,0,0,0,0,26,146,100,26,35,10,59,0,11,0,5,21,169,132,64,17,27,36,0,8,2,27,29
"6",0.004016,"CFP",1233,692,426,219,152,80,31,43,0,27,9,149,100,47,15,50,6,0,0,5,0,0,160,117,83,43,44,25,0,0,14,21,17
"7",0.004711,"CFP",1253,709,412,204,100,70,30,25,5,3,23,135,123,34,55,10,36,32,24,0,25,2,171,101,84,48,40,3,0,0,15,0,0
"8",0.005405,"CFP",1240,735,451,222,155,78,42,0,0,0,29,128,83,46,23,5,23,14,13,0,10,26,174,105,55,49,14,3,8,9,0,0,16
"9",0.0061,"CFP",1231,730,409,231,105,88,0,0,1,16,0,133,100,13,23,26,4,31,2,0,5,0,169,134,104,51,0,6,6,10,0,0,28
"10",0.006794,"CFP",1261,705,441,244,116,58,7,8,17,17,29,160,86,42,36,10,42,0,18,21,9,9,177,120,54,30,48,40,34,0,5,26,0
"11",0.007488,"CFP",1312,759,463,236,156,95,55,35,4,0,0,124,114,68,41,5,27,12,0,24,16,1,181,111,71,61,14,10,0,9,0,0,0
"12",0.008183,"CFP",1272,790,406,241,147,100,31,21,0,0,0,167,71,34,57,13,16,39,18,28,28,0,167,102,60,27,20,7,10,0,0,16,31
"13",0.008877,"CFP",1317,799,450,237,120,67,38,22,0,2,0,120,109,77,55,45,40,0,0,31,29,11,202,131,86,52,26,9,15,4,0,0,9
"14",0.009572,"CFP",1366,828,466,250,165,97,35,12,16,0,4,146,77,43,45,30,7,30,0,21,32,19,214,94,66,23,15,8,0,19,25,19,0
"15",0.010266,"CFP",1392,832,470,266,162,103,28,6,6,17,25,157,114,63,16,10,46,3,27,0,0,12,193,121,55,22,27,42,29,0,0,0,19
"16",0.010961,"CFP",1458,845,484,249,168,85,38,13,20,25,34,150,77,45,23,40,40,5,22,0,0,0,205,111,46,60,54,12,0,19,26,7,19
"17",0.011655,"CFP",1431,897,472,284,143,70,0,21,0,0,8,144,83,81,16,21,10,1,16,0,7,27,197,111,55,43,17,39,12,26,0,6,0
"18",0.01235,"CFP",1485,924,517,285,140,82,0,22,31,0,6,156,73,56,21,39,34,9,0,31,4,23,171,126,47,24,11,43,0,0,36,0,18
"19",0.013044,"CFP",1502,927,526,287,160,105,28,1,19,28,21,133,113,71,17,47,0,24,9,26,44,19,227,100,91,64,12,36,17,0,0,0,17
"20",0.013738,"CFP",1480,955,567,318,127,73,0,0,21,24,28,145,106,36,20,48,35,23,23,3,15,22,201,117,50,48,22,50,28,16,20,31,23
"21",0.014433,"CFP",1536,974,556,313,151,109,29,0,28,23,4,106,77,30,22,41,38,17,25,0,0,0,208,125,85,44,13,36,32,16,19,29,0
"22",0.015127,"CFP",1582,970,550,271,168,70,16,23,12,1,4,176,104,79,40,27,0,10,28,21,8,22,215,110,83,57,52,40,31,8,21,10,29
"23",0.015822,"CFP",1610,986,539,308,150,86,26,23,0,0,22,125,116,76,37,14,0,0,0,29,9,9,163,95,40,35,12,4,0,0,0,0,11
"24",0.016516,"CFP",1636,1011,544,307,181,92,28,24,0,0,5,143,109,74,54,4,33,6,27,1,28,0,180,122,47,36,13,2,0,19,1,26,0
"25",0.017211,"CFP",1655,1024,593,332,146,116,26,16,2,7,20,155,90,75,47,27,4,0,26,34,2,13,166,124,46,29,26,23,30,0,25,0,8
"26",0.017905,"CFP",1645,1073,606,334,191,117,29,23,0,0,0,150,110,45,12,29,3,0,0,8,0,9,201,98,88,36,34,20,30,0,0,0,27
"27",0.0186,"CFP",1710,1076,591,350,157,89,26,11,26,0,0,142,83,80,59,8,22,18,22,16,3,20,155,136,64,60,9,14,26,0,4,0,0
"28",0.019294,"CFP",1736,1044,601,361,163,98,32,18,24,0,0,153,110,36,53,15,32,0,3,18,0,30,167,120,68,35,14,13,12,8,7,0,0
"29",0.019988,"CFP",1788,1083,614,350,198,56,29,0,0,0,42,149,79,68,18,9,49,14,0,23,0,0,192,102,90,35,23,0,1,11,19,0,6
"30",0.020683,"CFP",1758,1142,596,371,191,101,12,17,0,0,8,144,56,77,22,44,1,30,0,10,3,0,169,133,47,60,34,53,0,0,0,28,0
"31",0.021377,"CFP",1744,1125,601,315,185,88,29,20,23,21,3,151,79,64,58,61,18,20,21,15,23,0,158,130,54,52,37,38,26,22,0,0,3
"32",0.022072,"CFP",1811,1114,626,371,192,123,4,11,0,19,0,167,73,56,68,21,37,0,0,6,0,0,171,127,68,28,5,1,16,0,5,1,20
"33",0.022766,"CFP",1840,1136,632,329,185,85,31,0,0,27,0,156,85,35,63,21,47,0,24,0,1,28,169,93,50,20,49,12,0,0,0,27,25
"34",0.023461,"CFP",1875,1154,609,368,209,116,0,0,20,0,24,128,99,43,53,7,13,9,22,13,0,30,154,85,88,37,60,25,29,32,17,12,1
"35",0.024155,"CFP",1920,1114,627,386,217,104,13,0,0,31,5,152,113,34,42,16,0,8,30,22,0,8,199,126,65,35,25,23,0,11,6,0,0
"36",0.02485,"CFP",1899,1159,642,380,178,93,14,25,8,21,18,149,97,78,13,50,0,5,23,0,19,25,177,127,91,25,46,0,0,8,4,31,0
"37",0.025544,"CFP",2009,1069,693,365,219,94,11,0,25,20,0,153,106,63,57,0,36,12,13,34,39,0,166,110,46,60,43,5,26,25,8,0,8
"38",0.026238,"CFP",2010,1157,717,401,174,99,31,0,29,0,7,148,112,76,50,30,39,20,0,0,0,16,153,101,96,42,37,0,44,28,0,16,21
"39",0.026933,"CFP",1955,1204,691,376,185,128,0,0,0,21,0,114,77,72,13,10,35,0,27,22,9,27,159,101,64,44,23,2,39,0,1,0,0
"40",0.027627,"CFP",2028,1144,658,398,226,104,5,19,0,24,15,140,109,71,44,32,42,23,5,0,0,8,192,77,81,52,9,35,11,0,0,25,8
"41",0.028322,"CFP",2054,1175,649,379,189,122,11,0,0,23,0,139,63,77,54,38,1,34,26,2,6,0,173,85,77,20,23,20,9,0,20,0,13
"42",0.029016,"CFP",2057,1265,675,359,184,121,31,0,5,25,0,121,68,41,20,46,20,0,0,4,0,0,169,111,63,45,25,37,0,22,0,26,26
"43",0.029711,"CFP",2073,1129,697,373,204,97,33,0,0,0,25,152,111,70,16,4,31,0,29,0,30,0,181,116,47,62,16,34,0,6,0,21,22
"44",0.030405,"CFP",2156,1265,693,403,194,106,0,23,0,20,0,122,71,72,25,52,0,12,22,8,25,0,205,123,50,59,46,18,8,0,22,0,16
"45",0.0311,"CFP",2070,1203,754,425,252,130,0,0,0,6,2,156,112,37,57,17,32,0,33,17,1,0,191,82,47,28,5,17,0,27,0,0,9
"46",0.031794,"CFP",2142,1238,721,428,203,131,0,26,21,28,3,156,110,55,53,42,15,31,0,0,3,0,195,132,78,25,3,35,0,28,0,19,16
"47",0.032488,"CFP",2157,1264,738,371,232,100,10,0,0,29,0,128,75,76,9,15,40,0,25,20,0,0,162,102,59,34,8,36,13,0,0,0,0
"48",0.033183,"CFP",2197,1289,653,396,233,129,28,0,0,30,0,165,109,83,51,40,34,0,0,3,0,23,156,75,57,61,37,32,0,23,25,15,16
"49",0.033877,"CFP",2212,1208,749,409,242,150,5,0,37,33,0,125,74,65,52,35,35,5,12,0,24,15,156,104,50,57,14,41,9,11,22,3,12
"50",0.034572,"CFP",2222,1282,772,412,211,152,26,27,21,0,19,96,113,26,14,19,19,21,0,0,0,0,168,93,51,16,21,16,5,25,27,11,14
"51",0.035266,"CFP",2244,1310,776,449,199,133,24,10,1,30,20,134,83,78,15,41,0,0,49,0,8,25,180,116,77,62,44,33,0,12,5,16,4
"52",0.035961,"CFP",2253,1230,769,397,220,113,16,0,0,10,15,149,104,40,61,40,0,9,25,27,0,13,209,89,83,42,32,17,16,18,5,0,0
"53",0.036655,"CFP",2274,1304,805,428,250,117,13,27,23,0,4,116,67,41,48,47,2,29,0,3,0,23,152,90,80,20,11,36,0,0,0,25,13
"54",0.03735,"CFP",2287,1238,791,408,212,118,0,16,30,0,0,126,75,35,55,42,17,23,12,11,1,27,160,131,56,24,15,0,26,0,23,0,10
"55",0.038044,"CFP",2358,1275,793,432,219,116,29,27,24,8,0,128,83,76,23,46,8,0,20,0,7,17,164,87,81,25,10,37,0,25,0,22,19
"56",0.038738,"CFP",2281,1338,762,454,251,115,26,0,0,0,29,123,74,77,20,8,34,0,11,0,18,15,198,126,63,21,11,42,8,33,8,7,5
"57",0.039433,"CFP",2348,1296,776,460,221,141,13,0,0,8,0,145,103,33,58,21,32,0,0,5,19,0,197,84,61,31,21,37,4,0,1,0,0
"58",0.040127,"CFP",2332,1417,768,442,206,111,0,22,27,0,23,145,105,36,18,38,11,0,0,16,27,9,196,94,43,25,23,28,32,0,1,31,30
"59",0.040822,"CFP",2401,1319,813,456,216,134,38,0,0,6,1,162,56,39,18,41,36,30,16,0,0,0,199,121,90,65,22,0,0,20,18,24,0
"60",0.041516,"CFP",2429,1308,839,451,233,157,0,0,0,0,0,151,93,34,15,6,0,26,0,9,0,1,158,115,60,40,44,10,34,8,0,8,0
"61",0.042211,"CFP",2458,1326,849,464,220,113,32,23,3,7,10,147,82,70,51,14,0,30,1,0,0,8,206,75,46,45,27,39,0,21,15,15,2
"62",0.042905,"CFP",2482,1393,838,418,253,149,0,0,0,0,17,149,113,43,43,7,0,28,0,0,26,0,196,123,42,44,36,33,28,0,5,26,7
"63",0.0436,"CFP",2473,1349,846,468,267,153,0,0,29,0,23,173,82,78,44,38,15,31,3,22,21,0,199,128,35,13,24,39,31,27,8,20,0
"64",0.044294,"CFP",2520,1383,858,492,267,155,22,0,22,0,7,123,86,50,61,45,20,10,0,10,0,44,159,108,57,66,41,43,0,8,0,6,20
"65",0.044988,"CFP",2561,1349,875,438,222,145,25,0,6,0,24,141,108,66,13,44,17,0,28,0,38,0,162,116,38,53,48,25,0,26,0,0,12
"66",0.045683,"CFP",2541,1347,886,473,268,167,11,0,0,22,9,146,96,53,54,1,38,27,0,0,9,24,209,97,101,0,11,30,7,23,0,23,19
"67",0.046377,"CFP",2511,1416,877,467,218,149,26,28,0,5,0,135,95,79,49,25,7,19,21,0,0,0,156,106,40,49,12,29,32,26,8,0,0
"68",0.047072,"CFP",2540,1402,867,441,229,132,0,0,12,0,0,125,69,67,36,7,0,0,0,5,24,4,206,92,31,59,5,35,30,0,21,28,28
"69",0.047766,"CFP",2572,1433,881,498,226,113,12,5,0,25,9,139,92,19,53,38,1,25,0,0,20,18,199,91,81,52,23,21,0,16,24,4,6
"70",0.048461,"CFP",2570,1378,860,484,226,152,25,17,25,36,23,127,66,61,18,18,1,0,6,28,22,0,165,125,68,22,43,27,14,27,0,24,21
"71",0.049155,"CFP",2575,1438,891,438,278,122,0,20,47,0,0,142,83,41,43,21,0,36,0,19,0,0,154,117,68,23,42,5,29,24,5,0,14
"72",0.04985,"CFP",2629,1396,894,465,209,156,0,0,0,22,8,156,76,63,56,3,1,0,0,17,23,24,193,119,52,26,36,24,27,28,19,29,6
"73",0.050544,"CFP",2562,1445,893,498,261,160,22,0,0,13,5,162,75,36,32,22,5,0,0,22,9,0,160,105,43,39,46,37,0,26,15,26,17
"74",0.051238,"CFP",2616,1474,926,477,247,125,0,18,7,0,0,147,88,73,45,26,33,4,22,0,25,21,194,114,51,6,27,32,12,13,3,19,19
"75",0.051933,"CFP",2618,1395,905,464,267,143,7,0,0,20,0,142,68,39,11,47,12,9,25,6,26,0,165,93,35,35,21,0,0,0,0,5,28
"76",0.052627,"CFP",2629,1480,894,454,252,149,0,0,0,16,0,177,103,42,51,41,15,31,0,0,0,25,153,105,48,42,43,34,51,16,0,26,4
"77",0.053322,"CFP",2656,1461,905,476,287,117,0,0,8,12,0,120,108,70,51,9,2,0,0,0,0,21,158,117,57,1,43,13,2,6,31,17,0
"78",0.054016,"CFP",2650,1504,934,466,290,157,3,7,21,27,7,141,109,49,39,42,34,2,18,0,5,10,212,88,38,59,12,45,0,0,23,18,22
"79",0.054711,"CFP",2678,1482,940,488,229,138,34,18,3,6,5,161,110,55,34,50,22,12,6,0,0,14,217,105,66,35,15,0,0,15,0,0,5
"80",0.055405,"CFP",2697,1455,876,454,284,172,30,28,0,14,9,159,75,52,13,18,38,26,21,0,0,11,126,122,80,53,6,0,12,12,0,0,12
"81",0.0561,"CFP",2681,1471,957,488,248,162,14,21,7,0,19,119,121,72,49,2,9,0,0,8,21,8,201,96,59,43,38,3,0,26,5,31,0
"82",0.056794,"CFP",2708,1481,932,504,273,139,30,0,4,0,1,129,97,67,52,45,0,0,10,0,8,0,195,91,44,36,43,35,10,19,0,0,0
"83",0.057488,"CFP",2693,1523,937,497,268,124,26,20,0,0,18,133,71,54,19,45,1,16,22,0,7,13,167,128,45,22,7,0,24,23,22,0,9
"84",0.058183,"CFP",2702,1511,930,473,247,150,30,33,0,5,22,124,68,49,20,47,19,0,0,0,0,1,208,119,81,25,26,9,2,29,0,7,0
"85",0.058877,"CFP",2738,1515,967,516,240,170,42,26,0,5,0,122,85,32,52,8,0,12,29,0,0,25,195,106,60,44,9,22,28,0,16,20,0
"86",0.059572,"CFP",2747,1546,947,485,250,123,0,30,0,34,0,158,74,77,37,2,1,0,11,21,7,3,170,135,48,53,0,8,24,0,0,19,9
"87",0.060266,"CFP",2683,1530,923,515,298,146,31,47,0,8,0,155,85,43,21,30,8,18,0,18,22,23,153,115,84,22,10,1,0,26,27,0,19
"88",0.060961,"CFP",2762,1528,897,521,245,169,33,8,25,0,9,143,99,57,49,41,5,0,29,11,22,0,197,120,43,12,9,18,26,0,24,0,0
"89",0.061655,"CFP",2759,1556,935,491,245,136,0,0,0,0,0,160,76,52,63,44,31,27,19,8,0,0,161,69,65,36,16,14,34,0,0,1,18
"90",0.06235,"CFP",2746,1542,989,528,262,140,0,7,17,25,21,114,105,84,32,26,0,0,9,41,0,0,187,89,44,44,47,33,3,10,0,0,26
"91",0.063044,"CFP",2743,1566,977,529,249,116,4,22,10,20,0,157,79,55,6,17,14,5,20,14,10,25,153,94,72,62,7,10,0,24,26,3,0
"92",0.063738,"CFP",2779,1523,971,493,256,186,32,29,2,13,1,129,100,67,10,44,46,29,27,7,0,0,149,120,71,55,19,33,0,15,24,18,0
"93",0.064433,"CFP",2827,1589,974,511,283,171,0,0,0,0,12,142,98,45,57,0,38,30,0,0,22,21,187,93,75,39,37,0,23,0,25,17,7
"94",0.065127,"CFP",2806,1591,955,501,313,171,27,0,24,17,20,141,121,74,18,26,42,27,24,0,6,0,187,85,69,43,10,16,34,3,0,8,0
"95",0.065822,"CFP",2858,1534,947,512,280,138,0,4,0,0,0,146,116,81,73,19,0,26,0,7,0,0,147,126,80,46,46,0,0,4,0,0,6
"96",0.066516,"CFP",2800,1551,931,543,284,137,28,8,23,9,0,154,109,18,49,46,2,0,23,4,21,0,165,110,54,44,43,32,21,22,0,0,0
"97",0.067211,"CFP",2922,1591,895,523,273,129,7,0,0,0,25,128,89,74,33,25,0,27,27,14,28,0,180,89,80,33,16,15,0,21,0,0,30
"98",0.067905,"CFP",2821,1594,995,538,252,180,13,0,0,5,0,139,95,80,41,51,31,25,23,32,24,0,181,123,78,60,2,33,21,4,29,25,1
"99",0.0686,"CFP",2853,1635,925,569,286,174,30,1,0,8,8,149,79,39,42,15,4,0,0,0,28,15,159,85,40,60,13,28,25,1,22,0,0
"100",0.069294,"CFP",2912,1574,950,540,270,130,30,2,0,25,8,149,98,75,57,7,0,26,15,21,28,0,192,90,32,21,49,43,23,0,0,11,9
"101",0.069988,"CFP",2900,1604,920,552,270,143,0,23,0,0,12,143,68,51,45,6,2,8,25,0,0,0,169,99,48,41,38,34,0,23,0,10,1
"102",0.070683,"CFP",2866,1575,942,546,267,142,37,22,0,25,0,155,80,60,16,6,0,19,28,31,0,0,147,94,97,16,17,1,27,22,0,0,0
"103",0.071377,"CFP",2951,1607,910,522,244,147,7,19,24,5,3,120,70,50,23,10,31,32,8,0,18,21,195,94,77,10,43,17,0,18,0,0,22
"104",0.072072,"CFP",2899,1630,977,535,330,178,0,0,0,8,0,138,67,70,17,45,6,0,0,0,1,0,177,106,65,21,37,2,0,0,22,23,0
"105",0.072766,"CFP",2943,1561,887,546,282,168,0,6,0,0,6,152,75,48,48,40,14,17,0,11,0,0,193,86,36,11,41,39,45,3,8,8,0
"106",0.073461,"CFP",2952,1628,922,554,265,153,27,5,0,19,18,131,130,75,53,11,0,1,0,20,0,0,194,95,49,21,40,28,19,24,20,8,27
"107",0.074155,"CFP",2999,1602,890,578,250,151,16,0,23,0,11,138,124,54,20,46,32,43,23,5,0,24,147,105,61,53,9,18,29,0,26,11,18
"108",0.07485,"CFP",3021,1632,919,524,256,191,12,32,0,0,9,159,124,47,39,0,46,23,0,0,0,16,169,130,46,63,25,6,27,20,0,0,0
"109",0.075544,"CFP",2970,1640,967,547,301,171,27,19,9,0,0,155,98,61,53,8,1,0,0,25,24,19,184,92,77,56,4,0,0,0,0,12,24
"110",0.076238,"CFP",2989,1696,960,547,306,167,38,22,0,32,18,135,94,29,30,39,25,13,16,21,0,8,160,133,41,16,46,12,0,40,23,23,8
"111",0.076933,"CFP",2935,1615,928,541,309,183,26,22,0,6,0,135,111,59,22,46,0,0,0,20,20,21,159,99,71,31,6,7,29,0,0,0,0
"112",0.077627,"CFP",2985,1630,950,531,286,178,24,12,7,0,0,118,110,72,52,8,0,3,16,6,0,0,213,106,46,52,7,3,0,26,18,23,22
"113",0.078322,"CFP",2995,1643,920,560,268,143,26,31,20,21,7,166,99,37,8,41,29,28,18,27,0,25,192,92,63,53,7,37,30,11,23,5,0
"114",0.079016,"CFP",3042,1649,894,583,251,181,27,17,16,0,1,126,88,44,17,18,0,42,7,23,0,27,178,89,46,35,23,0,0,22,24,21,2
"115",0.079711,"CFP",3076,1678,941,558,273,152,0,0,17,22,22,120,128,57,13,44,36,10,0,21,11,0,148,114,61,19,44,3,0,0,0,5,0
"116",0.080405,"CFP",3003,1636,943,538,292,148,0,0,22,22,10,152,74,32,22,42,31,22,24,45,30,3,155,126,77,52,31,31,25,0,9,26,0
"117",0.0811,"CFP",3054,1646,975,535,321,176,0,7,0,11,14,125,75,62,25,2,0,0,11,0,0,1,172,109,58,28,5,17,20,2,23,21,0
"118",0.081794,"CFP",3022,1623,893,549,306,192,12,13,0,5,5,140,110,77,13,42,23,24,18,40,17,0,195,86,53,25,0,0,0,0,0,25,0
"119",0.082488,"CFP",3056,1657,958,553,288,149,30,23,0,20,18,163,97,74,52,7,0,18,20,0,7,17,161,145,75,63,13,45,34,10,8,23,4
"120",0.083183,"CFP",3068,1691,923,567,316,183,0,0,0,0,14,119,112,29,55,44,0,29,9,6,0,18,189,80,77,17,41,6,0,0,15,1,0
"121",0.083877,"CFP",3029,1680,931,594,277,146,0,3,25,10,12,143,77,77,49,11,18,0,14,0,0,19,173,126,75,38,13,34,0,21,9,26,2
"122",0.084572,"CFP",3068,1668,966,571,312,158,0,0,27,14,9,145,74,64,16,1,3,27,3,48,0,0,152,127,65,59,8,2,4,0,7,22,0
"123",0.085266,"CFP",3089,1694,981,526,270,155,50,30,26,20,0,131,82,72,48,3,2,0,28,0,9,7,167,142,74,53,42,38,0,0,0,4,3
"124",0.085961,"CFP",3069,1685,1006,535,328,181,0,0,0,5,3,137,79,43,31,7,27,0,3,0,0,7,211,113,59,20,6,21,0,0,18,3,10
"125",0.086655,"CFP",3063,1676,940,544,284,206,46,0,0,7,8,118,85,60,15,42,22,36,8,0,6,24,193,93,86,51,50,29,18,0,8,0,21
"126",0.08735,"CFP",3103,1704,923,547,310,188,31,49,0,0,10,124,83,85,53,15,32,27,22,0,0,0,190,93,48,26,35,12,0,21,18,30,0
"127",0.088044,"CFP",3114,1726,989,571,328,164,4,0,22,18,21,146,87,73,29,8,3,14,24,0,4,24,184,105,52,35,9,0,17,21,38,23,8
"128",0.088738,"CFP",3126,1723,951,590,281,171,47,0,5,7,29,142,86,37,11,19,0,20,0,0,7,18,167,131,46,22,0,24,27,28,15,3,20
"129",0.089433,"CFP",3099,1677,943,601,273,182,12,0,0,22,0,160,101,34,57,38,37,0,0,0,13,25,157,97,59,55,53,0,5,0,1,0,0
"130",0.090127,"CFP",3145,1707,944,586,286,158,29,3,34,2,8,143,95,56,17,11,0,28,5,20,18,26,191,119,52,48,45,1,0,0,0,26,11
"131",0.090822,"CFP",3045,1705,970,564,315,154,8,11,0,31,17,115,105,38,34,42,0,0,0,24,32,22,199,92,43,31,23,16,27,5,0,0,3
"132",0.091516,"CFP",3146,1699,979,591,283,190,0,9,0,24,0,180,75,43,33,44,8,21,24,21,0,1,159,103,83,47,57,33,0,30,24,5,11
"133",0.092211,"CFP",3165,1708,979,598,288,168,3,24,0,0,24,139,108,79,49,0,11,33,22,8,0,0,148,142,39,28,3,25,10,25,15,0,14
"134",0.092905,"CFP",3108,1733,1034,588,325,188,0,5,22,0,0,127,84,47,21,7,18,5,0,0,3,30,189,116,62,13,11,34,7,19,0,1,24
"135",0.0936,"CFP",3179,1764,1026,547,301,153,0,0,16,19,22,155,84,79,47,11,21,34,0,20,24,10,192,83,60,33,10,0,0,0,0,0,24
"136",0.094294,"CFP",3156,1724,998,619,275,161,0,0,18,0,2,168,77,38,20,42,41,32,7,20,31,10,198,93,69,35,9,0,27,0,0,10,0
"137",0.094988,"CFP",3144,1759,985,541,302,149,11,12,0,14,0,149,72,51,53,16,7,0,0,0,0,0,197,89,44,60,13,38,0,9,0,0,21
"138",0.095683,"CFP",3189,1758,1028,560,317,134,13,8,0,27,0,141,75,58,18,0,12,8,22,0,0,0,185,67,46,50,22,20,9,0,0,0,0
"139",0.096377,"CFP",3138,1736,992,570,286,198,25,0,30,0,24,156,76,41,28,8,20,8,21,0,22,12,155,82,77,61,8,37,20,22,24,1,0
"140",0.097072,"CFP",3132,1781,1018,546,314,154,25,27,0,28,17,147,104,73,20,47,33,6,15,0,22,0,190,100,82,31,41,6,39,0,3,9,21
"141",0.097766,"CFP",3198,1786,996,581,311,177,0,10,0,24,18,160,54,31,45,30,9,20,6,20,28,0,187,122,56,38,23,40,0,20,0,0,6
"142",0.098461,"CFP",3219,1777,1009,558,319,152,7,7,15,6,0,154,88,74,31,24,0,29,20,26,18,1,195,133,63,21,28,9,0,0,0,27,21
"143",0.099155,"CFP",3185,1770,1028,553,336,188,0,0,22,0,0,149,69,41,15,43,16,30,29,0,0,5,172,90,40,44,42,38,25,25,1,22,18
"144",0.09985,"CFP",3187,1777,975,580,351,166,32,5,0,0,0,126,109,75,35,44,41,32,24,0,0,0,163,116,46,22,19,8,0,11,4,0,0
"145",0.100544,"CFP",3242,1742,1025,557,325,193,24,0,6,19,0,149,70,73,31,29,0,0,19,2,26,0,160,122,59,26,7,1,10,0,0,0,4
"146",0.101238,"CFP",3206,1817,1004,610,309,196,17,26,9,27,23,122,119,74,67,16,9,0,0,26,29,34,161,93,37,58,40,0,0,0,22,21,19
"147",0.101933,"CFP",3208,1789,979,570,323,163,19,0,3,24,0,132,108,77,47,10,4,0,18,0,24,20,153,109,52,58,8,22,25,10,0,26,24
"148",0.102627,"CFP",3186,1734,987,561,323,192,11,0,26,0,10,164,79,55,19,39,16,0,0,0,0,0,186,91,50,60,49,41,0,20,0,0,0
"149",0.103322,"CFP",3190,1711,971,592,313,198,11,0,21,8,0,151,72,72,39,16,15,25,9,25,9,22,194,93,61,30,38,5,0,0,38,3,0
"150",0.104016,"CFP",3209,1747,1019,598,302,171,20,22,4,3,19,114,101,72,15,35,29,0,0,23,0,0,217,84,36,63,24,10,10,23,0,0,29
"151",0.104711,"CFP",3186,1776,1001,607,304,192,23,0,0,5,0,128,83,56,10,34,19,29,22,25,0,8,188,104,70,23,40,4,0,0,14,31,25
"152",0.105405,"CFP",3173,1755,1019,604,311,177,8,0,5,0,0,123,116,55,14,0,0,26,22,7,0,0,160,94,50,57,36,25,0,0,1,0,0
"153",0.1061,"CFP",3243,1775,1034,608,296,174,9,0,13,22,5,121,112,46,50,13,14,30,0,19,6,0,193,78,58,44,8,0,0,23,6,0,22
"154",0.106794,"CFP",3246,1768,1013,585,324,167,5,9,24,0,16,119,81,47,25,3,16,12,0,8,7,11,195,99,44,58,6,28,32,0,8,10,0
"155",0.107488,"CFP",3230,1790,1055,593,315,169,25,3,29,22,14,139,127,56,23,24,35,0,0,27,4,21,162,119,85,18,24,0,0,31,26,2,20
"156",0.108183,"CFP",3216,1807,1061,608,278,163,0,0,28,0,22,165,113,89,54,2,34,26,17,0,0,13,177,120,41,58,13,4,28,0,0,28,3
"157",0.108877,"CFP",3279,1810,1036,570,287,191,0,24,0,19,0,132,77,44,47,31,27,21,21,8,17,0,196,114,96,54,41,22,0,0,0,0,0
"158",0.109572,"CFP",3302,1793,1036,574,331,195,31,0,39,12,0,144,52,29,20,41,17,0,0,0,23,22,164,94,41,26,45,38,0,25,16,12,18
"159",0.110266,"CFP",3240,1800,1048,596,310,163,1,0,24,8,10,160,77,44,51,9,0,32,40,7,9,0,183,85,39,37,14,0,5,13,4,0,0
"160",0.110961,"CFP",3301,1880,1077,557,323,160,0,26,0,26,7,153,111,68,24,40,38,22,29,0,2,21,167,106,38,21,49,26,11,0,0,25,0
"161",0.111655,"CFP",3259,1817,1050,581,301,141,31,27,5,24,24,173,71,68,54,14,4,0,6,22,28,0,187,77,80,57,8,0,26,0,6,0,27
"162",0.11235,"CFP",3241,1790,1013,589,323,157,0,0,0,0,0,143,72,62,25,10,38,37,0,30,18,7,153,99,41,38,0,3,0,3,0,4,34
"163",0.113044,"CFP",3250,1829,1087,601,305,198,30,4,4,4,0,150,64,39,10,4,0,21,29,0,17,12,158,112,80,55,32,38,33,27,21,0,5
"164",0.113738,"CFP",3260,1803,1091,610,315,190,31,20,0,0,9,156,79,55,16,24,8,16,31,0,18,0,149,128,85,40,50,37,0,22,13,0,21
"165",0.114433,"CFP",3288,1812,1089,556,313,210,11,0,10,11,0,125,70,50,46,23,21,20,0,20,0,0,156,126,44,63,1,0,32,0,0,0,6
"166",0.115127,"CFP",3305,1811,1082,527,346,189,0,28,0,28,0,136,71,70,42,62,7,27,14,0,21,10,195,125,51,22,10,9,0,0,29,6,19
"167",0.115822,"CFP",3331,1869,1073,554,311,150,38,11,21,0,7,140,78,58,44,0,26,20,21,0,0,22,158,117,81,60,8,23,29,7,0,13,11
"168",0.116516,"CFP",3281,1823,1104,573,308,202,20,23,26,0,0,150,84,64,30,26,31,35,0,9,8,17,159,99,35,22,23,31,26,0,3,24,4
"169",0.117211,"CFP",3348,1859,1066,589,321,203,25,24,0,8,0,127,76,70,35,41,16,0,25,0,0,25,186,118,86,68,15,32,29,0,0,5,9
"170",0.117905,"CFP",3386,1882,1084,561,325,157,0,0,24,0,10,169,79,82,48,37,33,0,0,22,14,24,192,87,72,23,53,23,28,12,3,0,22
"171",0.1186,"CFP",3344,1827,1098,610,328,160,0,0,0,0,0,124,112,70,18,37,44,0,6,21,29,0,159,79,51,55,9,3,6,0,0,28,0
